Port Name,State,Port Code,Border,Date,Measure,Value,,,
Sarles,ND,3409,US-Canada Border,2/1/20 0:00,Trucks,81,,,
Sasabe,AZ,2606,US-Mexico Border,2/1/20 0:00,Pedestrians,45,,,
Sasabe,AZ,2606,US-Mexico Border,2/1/20 0:00,Personal Vehicle Passengers,3484,,,
Sasabe,AZ,2606,US-Mexico Border,2/1/20 0:00,Personal Vehicles,1872,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Bus Passengers,558,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Buses,53,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,74995,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Personal Vehicles,42520,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Rail Containers Empty,1580,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Rail Containers Full,1486,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Train Passengers,56,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Trains,29,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Truck Containers Empty,826,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Truck Containers Full,3239,,,
Sault Sainte Marie,MI,3803,US-Canada Border,2/1/20 0:00,Trucks,3415,,,
Scobey,MT,3309,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,631,,,
Scobey,MT,3309,US-Canada Border,2/1/20 0:00,Personal Vehicles,335,,,
Scobey,MT,3309,US-Canada Border,2/1/20 0:00,Truck Containers Empty,94,,,
Scobey,MT,3309,US-Canada Border,2/1/20 0:00,Truck Containers Full,5,,,
Scobey,MT,3309,US-Canada Border,2/1/20 0:00,Trucks,98,,,
Sherwood,ND,3414,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,2220,,,
Sherwood,ND,3414,US-Canada Border,2/1/20 0:00,Personal Vehicles,1089,,,
Sherwood,ND,3414,US-Canada Border,2/1/20 0:00,Truck Containers Empty,338,,,
Sherwood,ND,3414,US-Canada Border,2/1/20 0:00,Truck Containers Full,178,,,
Sherwood,ND,3414,US-Canada Border,2/1/20 0:00,Trucks,523,,,
Skagway,AK,3103,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,870,,,
Skagway,AK,3103,US-Canada Border,2/1/20 0:00,Personal Vehicles,428,,,
Skagway,AK,3103,US-Canada Border,2/1/20 0:00,Truck Containers Empty,138,,,
Skagway,AK,3103,US-Canada Border,2/1/20 0:00,Truck Containers Full,503,,,
Skagway,AK,3103,US-Canada Border,2/1/20 0:00,Trucks,310,,,
St. John,ND,3405,US-Canada Border,2/1/20 0:00,Bus Passengers,47,,,
St. John,ND,3405,US-Canada Border,2/1/20 0:00,Buses,2,,,
St. John,ND,3405,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,1576,,,
St. John,ND,3405,US-Canada Border,2/1/20 0:00,Personal Vehicles,800,,,
St. John,ND,3405,US-Canada Border,2/1/20 0:00,Truck Containers Empty,42,,,
St. John,ND,3405,US-Canada Border,2/1/20 0:00,Trucks,42,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Bus Passengers,438,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Buses,25,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Pedestrians,4760,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,103896,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Personal Vehicles,60033,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Rail Containers Empty,260,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Rail Containers Full,112,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Train Passengers,33,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Trains,12,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Truck Containers Empty,3272,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Truck Containers Full,9154,,,
Sumas,WA,3009,US-Canada Border,2/1/20 0:00,Trucks,11695,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Bus Passengers,342,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Buses,11,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Pedestrians,213,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,23085,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Personal Vehicles,11661,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Rail Containers Empty,523,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Rail Containers Full,2089,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Train Passengers,186,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Trains,31,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Truck Containers Empty,2083,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Truck Containers Full,9783,,,
Sweetgrass,MT,3310,US-Canada Border,2/1/20 0:00,Trucks,10580,,,
Tecate,CA,2505,US-Mexico Border,2/1/20 0:00,Pedestrians,69798,,,
Tecate,CA,2505,US-Mexico Border,2/1/20 0:00,Personal Vehicle Passengers,141426,,,
Tecate,CA,2505,US-Mexico Border,2/1/20 0:00,Personal Vehicles,77377,,,
Tecate,CA,2505,US-Mexico Border,2/1/20 0:00,Truck Containers Empty,1992,,,
Tecate,CA,2505,US-Mexico Border,2/1/20 0:00,Truck Containers Full,3187,,,
Tecate,CA,2505,US-Mexico Border,2/1/20 0:00,Trucks,5085,,,
Tornillo-Fabens,TX,2404,US-Mexico Border,2/1/20 0:00,Pedestrians,3304,,,
Tornillo-Fabens,TX,2404,US-Mexico Border,2/1/20 0:00,Personal Vehicle Passengers,60097,,,
Tornillo-Fabens,TX,2404,US-Mexico Border,2/1/20 0:00,Personal Vehicles,32824,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Bus Passengers,56,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Buses,1,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,12906,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Personal Vehicles,7105,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Rail Containers Empty,901,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Rail Containers Full,1661,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Train Passengers,102,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Trains,51,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Truck Containers Empty,350,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Truck Containers Full,435,,,
Trout River,NY,715,US-Canada Border,2/1/20 0:00,Trucks,776,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Bus Passengers,50,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Buses,1,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Pedestrians,2,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,1343,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Personal Vehicles,583,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Truck Containers Empty,12,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Truck Containers Full,24,,,
Turner,MT,3306,US-Canada Border,2/1/20 0:00,Trucks,26,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Pedestrians,2,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,14979,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Personal Vehicles,10358,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Rail Containers Empty,283,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Rail Containers Full,478,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Train Passengers,64,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Trains,32,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Truck Containers Empty,525,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Truck Containers Full,854,,,
Van Buren,ME,108,US-Canada Border,2/1/20 0:00,Trucks,1172,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Pedestrians,6,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,1719,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Personal Vehicles,1220,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Rail Containers Empty,1012,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Rail Containers Full,1172,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Train Passengers,54,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Trains,26,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Truck Containers Empty,40,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Truck Containers Full,8,,,
Vanceboro,ME,105,US-Canada Border,2/1/20 0:00,Trucks,48,,,
Walhalla,ND,3407,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,4795,,,
Walhalla,ND,3407,US-Canada Border,2/1/20 0:00,Personal Vehicles,2478,,,
Walhalla,ND,3407,US-Canada Border,2/1/20 0:00,Truck Containers Empty,429,,,
Walhalla,ND,3407,US-Canada Border,2/1/20 0:00,Truck Containers Full,292,,,
Walhalla,ND,3407,US-Canada Border,2/1/20 0:00,Trucks,708,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Bus Passengers,124,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Buses,45,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,14840,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Personal Vehicles,6186,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Truck Containers Empty,445,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Truck Containers Full,102,,,
Warroad,MN,3423,US-Canada Border,2/1/20 0:00,Trucks,559,,,
Westhope,ND,3419,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,1456,,,
Westhope,ND,3419,US-Canada Border,2/1/20 0:00,Personal Vehicles,664,,,
Westhope,ND,3419,US-Canada Border,2/1/20 0:00,Truck Containers Empty,335,,,
Westhope,ND,3419,US-Canada Border,2/1/20 0:00,Truck Containers Full,161,,,
Westhope,ND,3419,US-Canada Border,2/1/20 0:00,Trucks,460,,,
Whitlash,MT,3321,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,47,,,
Whitlash,MT,3321,US-Canada Border,2/1/20 0:00,Personal Vehicles,28,,,
Wildhorse,MT,3323,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,1109,,,
Wildhorse,MT,3323,US-Canada Border,2/1/20 0:00,Personal Vehicles,512,,,
Wildhorse,MT,3323,US-Canada Border,2/1/20 0:00,Truck Containers Empty,3,,,
Wildhorse,MT,3323,US-Canada Border,2/1/20 0:00,Truck Containers Full,236,,,
Wildhorse,MT,3323,US-Canada Border,2/1/20 0:00,Trucks,141,,,
Willow Creek,MT,3325,US-Canada Border,2/1/20 0:00,Personal Vehicle Passengers,389,,,
Willow Creek,MT,3325,US-Canada Border,2/1/20 0:00,Personal Vehicles,182,,,
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/20 0:00,Buses,476,,,
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/20 0:00,Bus Passengers,13391,,,
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/20 0:00,Pedestrians,336,,,
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/20 0:00,Train Passengers,920,,,
Columbus,NM,2406,US-Mexico Border,2/1/20 0:00,Buses,0,,,
Columbus,NM,2406,US-Mexico Border,2/1/20 0:00,Bus Passengers,0,,,
El Paso,TX,2402,US-Mexico Border,2/1/20 0:00,Train Passengers,0,,,
Roma,TX,2310,US-Mexico Border,2/1/20 0:00,Buses,35,,,
Roma,TX,2310,US-Mexico Border,2/1/20 0:00,Bus Passengers,506,,,
Roma,TX,2310,US-Mexico Border,2/1/20 0:00,Pedestrians,23173,,,
Santa Teresa,NM,2408,US-Mexico Border,2/1/20 0:00,Bus Passengers,0,,,
Santa Teresa,NM,2408,US-Mexico Border,2/1/20 0:00,Pedestrians,0,,,
